KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K12035,TRIM71, tripartite motif-containing protein 71 [EC:2.3.2.27],8.933310568,4.305565668,13.73257774,2.220444617,10.71803748,18.60379913,11.76316427,10.03252651,3.41677118,1.0915189,5.909820827,8.889527212,2.789708114
K22463,afsA, 2-oxo-3-(phosphooxy)propyl 3-oxoalkanoate synthase [EC:2.3.1.277],0,8.468942208,0.566084299,2.044659418,3.084825636,3.153269343,28.89200373,4.743308478,14.57135372,6.951713604,25.55628914,3.61823586,0.743542127
K01552,ecfA, energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],10.64967056,9.724519198,6.770730056,4.468122982,7.400848975,15.09883752,4.035283716,10.57181291,3.417132254,3.198843006,16.18559727,6.388937138,4.441543723
K08604,"hap, nprV", vibriolysin [EC:3.4.24.25],11.22448892,2.807342936,6.247591194,10.0162728,34.40111516,18.20958823,3.623601498,4.272035278,4.0538783,1.990470612,0.106042757,1.742839747,3.585021317
K22342,dmmA, dimethylamine monooxygenase subunit A [EC:1.14.13.238],6.247918795,11.74097563,4.560280673,1.363106279,2.113339173,5.216317149,11.33167535,8.655294546,18.42369581,10.03306492,2.67788873,17.77224725,2.144111507
K05817,hcaR," LysR family transcriptional regulator, hca operon transcriptional activator",7.790404404,3.065922229,5.243664658,1.57199789,28.64349699,2.198264029,27.31529868,3.948088449,0.395332338,19.72717564,0.910308549,1.214188068,0.239852299
K06983,K06983, uncharacterized protein,5.936627885,0,3.705811594,3.968426291,15.74270546,6.408844347,4.798842087,0.761056629,0.080144915,0.779518354,58.05009386,0.877124939,1.124062489
K09024,rutF, flavin reductase [EC:1.5.1.-],10.66362224,5.716348278,7.842690496,5.912390146,12.83382514,4.868595007,21.95170671,13.16231405,9.377568898,2.547391547,3.598516283,2.351059203,1.389663035
K15760,"tmoA, tbuA1, touA", toluene monooxygenase system protein A [EC:1.14.13.236 1.14.13.-],27.13610194,17.66493499,2.435216721,4.251100634,1.949800138,11.90223468,4.735507729,2.321134648,3.511966947,5.631740252,2.736100563,0.35137598,17.49185986
K01312,PRSS1_2_3, trypsin [EC:3.4.21.4],1.736454435,6.295412985,4.342458131,3.841369188,0.924247369,5.909008378,6.807373375,5.06322217,4.707677603,51.02382043,1.373268027,5.943655224,4.13896606
K06726,rbsD, D-ribose pyranase [EC:5.4.99.62],13.280702,9.233733387,2.818508058,8.800712346,2.796959085,7.67019343,6.239952034,3.691025756,12.1817522,2.728562621,22.46010426,5.072474746,5.073217122
K03597,rseA, sigma-E factor negative regulatory protein RseA,5.110819844,9.032949166,5.711013833,14.88707718,5.83373225,11.20049139,10.22172978,5.289145689,1.421471614,7.276546214,0,26.02805939,0
K00209,"fabV, ter", enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44],15.06615039,5.335635784,4.932170938,2.746444191,6.419067048,15.35085568,11.64203575,5.405189191,8.487654352,6.506257558,0,15.73435972,4.034950387
K01456,"E3.5.1.52, NGLY1, PNG1", peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52],0.778269309,6.689208946,21.81844253,1.822831472,21.91093311,1.637062513,4.309876704,6.101996478,4.918608962,0.608695056,0.516934682,9.270257153,21.20675012
K18346,vanW, vancomycin resistance protein VanW,10.95640158,6.217112085,1.52804747,6.219708221,5.413435943,13.2098816,11.47756199,4.233954108,36.21984679,1.144107391,0.444499344,2.516049315,1.90060691
K01813,rhaA, L-rhamnose isomerase [EC:5.3.1.14],10.15158572,4.00466147,18.66486012,11.89095088,11.10876524,7.517904327,11.51222867,12.01633845,2.336962,2.967577972,0,2.722471851,6.560952797
K09895,K09895, uncharacterized protein,19.83293308,0.39063839,3.666948585,7.139521557,10.46971767,8.636501273,2.35633675,4.465051402,0.83500908,3.474863107,3.418886529,32.99983407,3.521248895
K02305,norC, nitric oxide reductase subunit C,11.02145604,2.754673542,4.744644501,0,23.90511147,5.793491131,15.29561755,4.699283969,1.012125599,1.992381345,0,23.64495692,6.234230027
K08302,gatY-kbaY," tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",18.68958326,12.57619561,8.70691869,4.532308207,3.605413028,3.898757137,3.760424287,8.12189852,10.86756726,2.75378717,6.564554031,6.835258394,10.13076727
K00463,"IDO, INDO"," indoleamine 2,3-dioxygenase [EC:1.13.11.52]",8.650412461,0.743825295,10.58167698,4.560641009,4.490628918,2.463157403,3.399049355,15.4019258,5.158206016,3.046255282,0.104723836,35.86461706,6.509547313
K23555,LMF1, lipase maturation factor 1,10.72790031,0,2.002052778,33.63552281,19.1365504,29.19073789,1.247506302,2.747503429,0,0,0.701465246,1.518236446,0
K03577,"acrR, smeT"," TetR/AcrR family transcriptional regulator, acrAB operon repressor",3.337985327,1.602230183,11.19514164,10.0176274,4.735421254,12.02903005,20.64713734,2.890045145,5.622186372,8.209268387,9.655601118,7.501311381,3.448221782
K09148,K09148, uncharacterized protein,3.096278357,7.497543981,19.20070376,4.52361353,8.900578193,0.911726706,3.263627744,3.822501254,8.280096565,1.337495884,0,24.30959109,15.71988329
K18996,repC, replication initiation protein RepC,2.515505781,11.16489252,4.153419726,0.493804539,0.343905998,10.19663368,17.78678628,1.059019786,26.51907204,0.886346796,0.171098099,22.03964372,3.524737522
K13798,rpoB, DNA-directed RNA polymerase subunit B [EC:2.7.7.6],3.684650179,12.39043997,12.58121797,3.161393201,5.13281386,3.931397849,3.474311152,6.531889884,11.13978936,2.527073641,0,9.124975646,27.17463493
K07517,ECI1_2, Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8],8.824707066,13.01785679,1.499085311,0,3.961060155,0,2.245086565,0,2.814706355,63.4056824,0,0.654914002,4.058148218
K08646,MEP, peptidyl-Lys metalloendopeptidase [EC:3.4.24.20],5.769950041,2.563706512,16.95852763,2.155006117,50.26420114,2.396821963,5.870442553,3.034319607,0.737002727,1.570039731,0,1.053952342,7.9908476
K17680,PEO1, twinkle protein [EC:3.6.4.12],13.38447043,0,4.162745213,30.96962182,4.447580462,23.57944353,1.924057624,3.309939486,6.817520816,0,1.401627633,7.048078441,3.288255698
K03236,EIF1A, translation initiation factor 1A,0.97620926,4.02657514,15.94039965,5.485983562,7.499505072,2.384063203,3.778008614,7.825073869,2.185759526,2.216267412,0.668511066,27.82912065,19.47027877
K07014,K07014, uncharacterized protein,15.89709392,4.003797318,16.8222159,10.869679,16.93781133,5.127985206,5.609808121,4.940449803,0.212443901,1.095916447,0.018406008,12.60865967,6.09100751
K08217,mef," MFS transporter, DHA3 family, macrolide efflux protein",9.013119536,4.26093742,17.54630799,0,3.185937364,1.661717538,11.25737661,16.27071409,31.09651304,2.095270048,0.096412421,0.103784186,3.542191324
K06077,slyB, outer membrane lipoprotein SlyB,11.02191187,5.966856968,2.381180301,0,19.72802644,12.74508039,28.85932143,2.681315828,5.218090757,6.134283284,0.832052399,2.283327409,2.255310073
K16228,mps1, glycopeptidolipid biosynthesis protein,7.336253236,0.033960574,3.777341692,12.38532512,3.159536837,2.951504607,0.77709952,7.331107772,4.664207883,1.114185669,54.44981256,0.177450991,1.922827652
K09956,K09956, uncharacterized protein,5.788593426,12.04873808,5.951459485,2.528814519,8.139041064,10.20970809,13.67707473,10.38242079,9.994835472,1.961988174,3.617316278,11.93005221,3.783869028
K19169,dndB, DNA sulfur modification protein DndB,9.929279071,1.389771197,3.141011046,34.63573787,12.83123244,2.348415785,3.25072889,0.194909216,1.819007772,14.74949293,11.20036469,3.05852699,1.228958483
K00090,ghrB, glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215],11.86602708,5.402320803,5.632979764,5.199375122,4.507513849,14.08780482,28.73992511,3.754667508,2.827964361,6.58356446,3.473547855,0.972008439,6.627197544
K06284,abrB," AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes",3.438762455,18.85905623,3.427279834,5.542438092,4.485680566,4.502495778,8.210146935,5.655092584,4.754872631,6.115856771,2.077917833,19.71569435,12.78160562
K21161,"sgcE3, ncsE3, kedE3", enediyne biosynthesis protein E3,7.225119259,22.48140038,6.266620322,8.124852988,1.853774743,1.60442556,18.13449234,2.933704929,4.99808619,9.154461031,11.27733987,1.712545549,3.685346718
K22539,PLY, pectate lyase [EC:4.2.2.2],5.155583905,14.48729681,8.752679384,3.40508171,1.241921366,10.10268539,24.71318348,10.89395489,9.176589357,4.538748244,2.004824223,1.819619725,2.96248451
K01846,"glmS, mutS, mamA", methylaspartate mutase sigma subunit [EC:5.4.99.1],3.583151306,8.05849982,2.548094578,27.99314681,0.904857565,9.983349877,5.976938502,2.179595562,12.53223707,14.66205565,1.61894263,6.920607257,2.265197735
K11605,sitC, manganese/iron transport system permease protein,10.31008138,9.05160499,14.33716994,3.437690626,1.268560082,0.340541501,3.347035165,14.25983113,14.39452027,2.805132268,0,14.81625692,10.83768848
K06320,cgeB, spore maturation protein CgeB,13.11122199,2.825916298,9.113747566,6.867094709,23.86930185,6.394236586,3.583904678,6.888423841,8.760531038,4.467596637,0,3.076865824,10.14864584
K09965,K09965, uncharacterized protein,5.56433818,1.68065354,3.759080918,18.3656262,3.646295782,15.3460814,16.78258138,9.121205169,15.05504526,0.095531411,2.205623391,3.918182935,3.450379095
K01138,K01138, uncharacterized sulfatase [EC:3.1.6.-],3.200377686,0,7.288571601,1.066778827,2.878596157,2.099581416,0.595128767,6.472376962,3.209632684,0,1.022986529,63.24311779,7.888724839
K04033,eutR," AraC family transcriptional regulator, ethanolamine operon transcriptional activator",7.467119246,2.564483673,7.585640506,9.06288862,5.415549216,15.44958163,33.88360748,6.746507619,3.833890884,1.270396079,1.848082425,1.128267686,2.632230458
K00456,CDO1, cysteine dioxygenase [EC:1.13.11.20],11.32624561,5.458774214,9.259428632,21.35497,10.79429373,7.531016606,14.76752276,2.042187871,2.067282402,1.747223116,0.933468431,1.357095023,10.22722794
K16200,dppB1, dipeptide transport system permease protein,3.49736949,13.34920855,10.50200133,2.06917082,3.176754432,7.052481897,1.22344084,4.324608629,10.67072169,18.01300393,0.081529967,7.268257583,17.61851622
K14670,whiEVI, aromatase,1.457437545,7.697864229,1.452641079,23.74777682,2.503108483,7.639743053,20.45849292,2.916163456,20.86658807,7.715800468,1.069011171,0.260171316,1.019766175
K01200,pulA, pullulanase [EC:3.2.1.41],7.337952202,1.925031256,13.41623534,9.647218312,4.033149034,6.229978729,0.720889252,4.28610535,7.767557855,0.070480531,6.794520585,29.98153366,6.342802125
K04040,"chlG, bchG", chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133],5.874488976,13.03014332,6.865383598,5.824379648,2.124905167,5.432454461,3.923960448,4.698184582,16.30910569,2.656599682,0,24.0750867,7.734022243
K08092,dlgD, 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130],9.059374623,5.346844603,6.521082771,13.83345399,1.405821833,6.334333692,20.97912453,6.093096272,0.751438278,1.236320787,1.563027995,17.81460564,7.558760991
K09979,K09979, uncharacterized protein,2.837543809,4.551521814,6.316562865,3.347330813,12.59900528,10.03601262,0.740205421,0.182407068,2.815365207,49.91365232,0.39186984,0.694233649,3.937043214
K11600,"RRP41, EXOSC4, SKI6", exosome complex component RRP41,2.441674194,18.67730489,13.17224601,7.353038925,5.86150143,2.025269038,5.824519398,6.449330241,5.627614932,0.39317271,0,10.73890049,19.77095023
K20974,K20974," two-component system, sensor histidine kinase [EC:2.7.13.3]",11.12407845,7.646497844,5.717316217,11.63515366,4.323221311,16.24269516,4.910682432,4.322403963,3.193180526,6.7375342,3.001155654,14.73859167,4.30434366
K07672,trcR," two-component system, OmpR family, response regulator TrcR",25.00382864,8.790802796,8.411810823,4.015089678,0,2.552988441,3.864952023,2.755963101,15.67430003,0.470724899,17.5767121,2.828106181,5.756097926
K06603,flaG, flagellar protein FlaG,6.313411388,10.72920159,10.27123807,13.41870326,2.982445293,3.656783635,6.573222441,3.688349234,8.833838701,9.647523193,9.882392603,9.211070438,2.477933753
K00306,PIPOX, sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7],1.531898066,4.716669121,1.954962214,14.11437382,5.971702688,2.29701864,2.78031349,11.7955783,5.302880339,0.353343699,44.16822558,1.561615039,1.051473714
K03383,atzD, cyanuric acid amidohydrolase [EC:3.5.2.15],7.832136787,2.901300289,5.977704537,8.983957768,20.81763012,5.83047792,10.01066886,9.08219606,3.931670708,9.048064133,6.041592332,4.151428703,2.883731702
K18605,K18605, biotin carboxyl carrier protein,1.36083347,7.544354315,17.93178602,0,18.31284998,0.215650426,3.927594723,8.535888775,6.94876425,1.013594882,0.071040731,8.596006956,22.99198375
K00650,LCAT, lecithin-cholesterol acyltransferase [EC:2.3.1.43],0,0,4.084738117,4.68019968,27.38953815,8.261652176,15.47343107,15.18878702,0.614899341,4.021265529,2.56594611,1.87260083,13.21384316
K02647,cdaR, carbohydrate diacid regulator,4.01653453,3.476197914,0.520593121,10.8406097,7.117630646,4.079577993,3.660695673,1.231914038,21.2036408,0.757902704,35.51453679,3.116625506,1.627929732
K04791,mbtD, mycobactin polyketide synthetase MbtD,26.80732547,0,1.226325138,3.613728354,1.26753925,0,3.563582693,5.404206292,5.846971659,0.13474041,48.80252597,0.055860312,0.239484427
K12278,mshG, MSHA biogenesis protein MshG,17.30232127,10.3626077,7.968425887,12.52547163,4.56201834,3.568480577,1.024459835,1.148544094,1.636737181,3.362292244,0,29.07075754,4.215589012
K05834,rhtB, homoserine/homoserine lactone efflux protein,10.28507412,3.787561397,3.646721727,7.591150927,12.81469601,7.963286304,14.24472917,11.65192025,7.232117319,4.15926156,0,5.601449586,7.58079301
K10944,pmoA-amoA, methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39],16.30448158,17.29760934,1.8840073,5.459655238,8.218779093,0.58283899,2.189677708,3.826815355,17.58419351,5.220749387,0,2.032096068,15.94425755
K19715,kdnA," 8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]",13.38595718,8.506153648,12.88010762,10.23282773,4.853244699,8.927758853,9.538944556,3.471189612,3.715989029,2.58988508,2.25098976,4.303855024,11.81096089
K22616,olsC, ornithine lipid ester-linked acyl 2-hydroxylase [EC:1.14.11.58],8.73739799,2.116116087,6.856168865,6.676589469,15.34235471,7.550281925,14.25996359,8.098146321,3.622342833,4.733786035,2.8941678,13.71000507,1.757749602
K21574,susB," glucan 1,4-alpha-glucosidase [EC:3.2.1.3]",7.222387923,2.577928332,3.993661479,3.250484203,1.209923829,11.11452225,0.590759947,0,0,0.127168436,0,64.35302454,1.894963617
K03528,zipA, cell division protein ZipA,6.375877757,0.213810953,4.222320941,7.460393945,12.19274178,6.90493406,5.246236854,4.518053124,1.270267985,5.366089342,10.13887202,30.83403766,1.572298673
K01137,GNS, N-acetylglucosamine-6-sulfatase [EC:3.1.6.14],4.192345615,8.63521344,13.28573801,8.194411565,6.137549671,10.51952472,4.497393353,9.895921223,9.81702362,3.058455879,1.963768783,5.841604928,9.857372526
K02936,"RP-L7Ae, RPL7A", large subunit ribosomal protein L7Ae,2.267891421,7.915789602,8.097267897,3.499166436,11.06574229,2.030605402,7.721679709,3.70661995,5.321601224,0.823775313,0.223381181,26.95714147,16.25568156
K10670,grdA, glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4],7.334899727,16.3960489,11.55656974,2.696719793,19.04475812,6.588998677,3.071965031,3.484144446,2.110572541,4.646551129,1.260637881,3.018463673,14.67278609
K03420,psmR, proteasome regulatory subunit,0,0.597257043,2.310666953,0,8.306098339,1.439225429,0.914837715,2.780826877,0.147705092,0.118690541,0,77.18146977,2.064215942
K18988,ampH, serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-],5.768904665,4.735552079,4.680042839,3.855115999,16.93845375,15.26781152,6.680774136,16.04902816,4.373020299,3.493563394,2.495404963,4.755151972,6.62970265
K18815,aac6-I, aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82],14.57923786,6.077824716,12.74815784,6.514563789,5.264408879,1.643576332,2.375794009,10.94874337,4.202233177,6.097083449,11.64454893,3.350153839,10.24529266
K08344,scsB, suppressor for copper-sensitivity B,9.929217897,0.828591172,10.51797354,13.71695031,3.791805519,7.121660247,20.43165062,4.423146687,0.057467254,0.485702272,4.376928527,15.00906805,4.994583553
K07978,plmA, GntR family transcriptional regulator,11.06261856,10.08343731,8.392593191,9.050827854,4.578127756,1.824173914,5.069363376,5.645510751,1.484358275,0,4.369433484,24.04972084,10.03924932
K00216,entA," 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]",4.50775796,18.24686222,3.208362665,2.349316812,2.982445293,7.018477521,10.58679805,7.502391303,15.2712663,7.162573708,2.874857982,12.77227079,1.020548017
K00243,K00243, uncharacterized protein,0.456279458,0.932491642,0.852801386,0.419417317,0,6.196328027,0,0,5.331590273,0.070445825,0.873828915,80.28288791,0
K07455,recT, recombination protein RecT,17.27790011,1.419552008,1.317965779,14.35134383,0,17.05700092,2.145401949,0,13.19039861,4.502644384,6.717922114,17.42078272,0
K22796,chp2, diacyltrehalose acyltransferase [EC:2.3.1.-],27.63409512,0,0.89569125,8.190178436,2.399482352,2.48580183,12.38253502,2.712795242,2.710711187,0.645454224,35.03768351,0,0.285977741
K18361,padB, phenylacetyl-CoA:acceptor oxidoreductase [EC:1.17.5.1 3.1.2.25],14.23690988,2.255692368,13.53032337,12.55516174,4.849432773,14.29712673,7.121057209,7.032462553,1.290121677,0.434054871,0.446616361,2.333977171,14.82539495
K19003,mgdA," 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]",4.240846592,16.65268155,4.979034761,0.228773082,0,3.545151288,0.964693917,22.39552203,2.870141994,10.11202491,0.493819717,5.684369924,23.03967396
K12420,"actIII, oxyJ, snoaD, aknA", ketoreductase [EC:1.1.1.-],3.17260604,8.11279201,1.16970504,25.46142806,3.09122481,6.700013076,8.534146391,2.120355011,9.313845908,4.603091044,19.44438457,0.707167778,2.775850066
K00621,"GNPNAT1, GNA1", glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4],1.193656234,11.42813617,10.84460387,14.61290793,9.638354452,0,1.238271098,8.203171679,6.253128364,1.022666216,0.458413775,10.78799666,19.52060632
K03647,nrdI, protein involved in ribonucleotide reduction,7.689683843,9.89563976,3.778119336,3.742226344,0.909031689,0.622678755,5.089243801,8.893468486,14.39250053,4.525722579,22.73479841,5.530848825,7.206961623
